Site,Country,Zone,Latitude,Longitude,Distance,Walk,Easytofind,Publicaccess,Specialaccess,Wavequality,Experience,Frequency,Type,Direction,Bottom,Power,Normallength,Gooddaylength,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
Cox_s_Bazar,Bangladesh,Baja Norte,21.42238333,91.99676667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,1,2,3,1,3,0,2,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,19,25,18,17,17,14,19,24,21,13
Berakas_Coastal_Park,Brunei,Baja Norte,4.993783333,114.9199167,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Sand-bar,Right and left,Sandy,,Normal (50 to 150m),Don't know,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,-1,2,0,5,3,2,2,0,0,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,15,24,21,14,15,19,20,19,23,18
Pantai_Tungku,Brunei,Baja Norte,4.974516667,114.8736,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,4,4,5,0,5,4,1,1,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,15,24,23,12,12,15,15,22,17,13
Tanjung_Batu,Brunei,Baja Norte,5.0452,115.0570667,Take a car,Good walk (15-30 mn),Hard to find,Public access,Don't know,Normal,All surfers,Sometimes break,Rivermouth,Don't know,Sandy,Fun,Short (&amp;lt; 50m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,1,4,3,0,3,3,0,4,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,18,20,20,23,16,14,18,16,26,22,15
Chaungtha_Beach_Burma_-_Brother_sister_twin_pagoda_,Burma,Baja Norte,16.98963333,94.45306667,Surf trip,,Hard to find,Public access,4x4,Normal,Beginners wave,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Ordinary,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,3,1,4,3,3,4,3,0,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,21,22,18,18,12,15,22,19,21,17
Ox_Carts_-_Ngwe_Saung_Beach,Burma,Baja Norte,16.85695,94.38743333,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,3,3,3,4,2,0,0,3,1,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,15,25,21,14,18,18,16,25,20,14
Bamboo_Island,Cambodia,Baja Norte,10.49473333,103.5597,Surf trip,Short walk (5-15 mn),OK,Public access,By boat only,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,-1,1,2,2,2,4,4,3,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,22,22,16,12,11,14,16,23,23,14
Yellow_Sea,China,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,3,3,5,4,5,1,1,2,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,18,21,16,18,16,15,18,19,21,12
East_China_Sea,China,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,2,3,1,3,4,3,1,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,16,20,22,16,12,17,17,23,19,19
South_China_Sea,China,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,4,3,2,0,6,1,1,1,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,19,21,20,19,13,14,22,25,23,16
digger,East_Timor,Baja Norte,-9.356466667,125.2745,Surf trip,Long walk (&gt;30 mn),Hard to find,Public access,Paddle &gt; 20mn or Boat,World Class,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,1,4,1,0,6,2,1,4,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,14,22,22,23,16,17,16,22,24,24,12
Breaker_Reef,Hong_Kong,Baja Norte,22.46123333,114.4204,Day trip,Don't know,Don't know,Public access,By boat only,Don't know,Don't know,Don't know,Reef-coral,Don't know,Reef (coral; sharp rocks etc..),,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,0,0,2,1,6,2,-1,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,19,16,19,22,14,18,19,19,26,21,12
cheung_sha_beach_lantau,Hong_Kong,Baja Norte,22.2329,113.9571833,Day trip,Short walk (5-15 mn),OK,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,,Flat rocks with sand,Hollow; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,4,1,4,0,3,3,-1,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,17,25,21,15,17,16,17,19,22,18
ham_tin,Hong_Kong,Baja Norte,22.40758333,114.3767333,Day trip,Long walk (&gt;30 mn),OK,,Don't know,Normal,Experienced surfers,Sometimes break,Beach-break,Left,Sandy with rock,Fun,Short (&amp;lt; 50m),,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,0,1,2,2,5,0,2,0,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,16,16,19,16,13,12,18,18,22,17,16
nw_reef_-_shelter_island_sai_kung,Hong_Kong,Baja Norte,22.33238333,114.29385,Day trip,Don't know,OK,Public access,By boat only,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,3,0,2,0,2,4,3,3,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,16,17,25,20,14,14,16,19,19,24,19
pui_o_beach,Hong_Kong,Baja Norte,,,Day trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Choss,Beginners wave,Sometimes break,Beach-break,Right and left,Sandy,Ordinary; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,0,1,5,1,6,0,0,2,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,16,22,21,13,17,12,21,25,20,16
shek_o,Hong_Kong,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Don't know,Beach-break,Right and left,Sandy,Hollow; Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,4,1,5,4,4,1,2,0,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,20,21,21,21,12,13,14,16,22,23,13
tai_long_wan_hk,Hong_Kong,Baja Norte,22.24598333,114.24775,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Sand-bar,Right and left,Sandy with rock,Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,3,4,3,1,6,2,0,1,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,15,21,21,17,16,14,19,16,23,22,16
tai_long_wan__lantau,Hong_Kong,Baja Norte,,,Day trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,Experienced surfers,Regular,Beach-break,Right and left,Sandy with rock,Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,0,2,4,3,3,3,1,3,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,15,22,22,12,14,17,21,21,24,12
tai_long_wan,Hong_Kong,Baja Norte,,,Day trip,Long walk (&gt;30 mn),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,2,0,1,5,4,6,1,-1,3,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,18,25,20,18,15,16,20,22,21,19
Kerala,India,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,1,1,5,3,3,2,2,4,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,17,22,23,17,12,17,21,19,22,19
North-West,India,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,4,2,4,3,2,4,0,4,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,22,25,20,13,15,18,21,25,18,16
Andaman_Islands,India,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,4,0,4,2,3,0,1,0,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,14,17,21,23,12,13,15,17,22,24,13
Tamil_Nadu,India,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,-1,4,1,1,4,6,4,-1,3,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,21,18,16,14,16,18,15,26,23,18
North-East,India,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,3,3,5,1,3,4,0,1,4,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,16,19,21,18,11,19,15,21,24,19
Sulawesi,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,1,1,5,0,4,3,0,3,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,19,22,17,15,12,19,16,21,19,19
Savu_Sea,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,4,1,2,3,6,3,2,3,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,20,25,21,15,13,18,15,26,20,15
Sumbawa,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,1,1,3,4,6,0,3,4,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,16,18,18,21,17,14,12,15,21,23,15
Lombok,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,1,1,2,4,6,0,3,0,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,16,23,16,15,12,12,17,20,21,17
Bali,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,1,3,2,1,4,0,-1,3,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,17,17,18,16,17,11,17,22,21,23,15
East_Java,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,-1,1,3,1,0,5,3,0,3,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,14,16,25,19,17,18,18,22,19,19,19
Central_Java,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,2,1,2,3,4,3,0,4,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,14,21,24,19,18,14,15,16,25,22,18
West_Java,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,2,3,0,3,1,3,1,3,0,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,16,20,19,20,16,13,15,21,26,18,19
Mentawai,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,4,2,2,4,6,3,2,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,19,22,16,12,17,14,16,25,19,14
Sumatra_Mainland,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,4,0,3,3,5,1,3,0,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,18,15,24,18,15,16,14,15,23,22,12
Sumatra_Islands,Indonesia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,4,0,1,4,4,2,0,2,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,21,20,23,17,16,16,21,22,20,14
Black_Sands,Indonesia,Baja Norte,-2.617066667,140.73745,Take a car,Instant access (&amp;lt; 5min),OK,Public access,,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,0,3,4,1,6,4,2,3,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,20,20,18,13,17,17,15,25,22,19
Holtekamp,Indonesia,Baja Norte,-2.626316667,140.78095,Take a car,Instant access (&amp;lt; 5min),OK,Public access,,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,4,1,5,2,3,4,1,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,14,15,24,18,12,13,19,21,19,18,15
Okinawa,Japan,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,4,1,3,3,4,2,1,4,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,15,17,23,17,12,13,13,20,26,18,14
Kanagawa_Chiba,Japan,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,4,0,1,4,4,3,2,4,2,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,16,17,25,20,18,18,12,16,21,21,17
Izu_Islands,Japan,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,3,0,2,1,3,6,0,0,4,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,20,21,19,14,11,16,16,19,22,13
Kii_Hanto,Japan,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,1,3,3,3,4,1,3,0,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,16,19,22,21,12,16,18,15,26,20,18
Shizuoka,Japan,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,1,4,3,3,6,4,0,4,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,15,22,16,17,15,13,17,25,21,19
Shikoku,Japan,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,1,4,2,4,6,4,3,0,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,21,18,19,18,14,15,17,23,24,17
Kyushu,Japan,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,0,1,5,0,2,0,3,4,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,19,25,22,15,14,12,17,26,22,18
West_Coast,Japan,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,1,0,2,3,2,4,2,0,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,19,18,18,17,16,15,15,19,22,14
Tohoku,Japan,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,4,3,2,0,3,4,0,3,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,19,21,20,17,11,14,19,26,19,19
Odomari,Japan,Baja Norte,33.89891667,136.1183667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Left,Sandy,Fast; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,3,1,2,0,5,4,-1,4,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,21,18,19,17,19,16,16,22,23,22,15
aktau,Kazakhstan,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Rarely break (5day/year),Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,2,1,2,4,6,3,0,1,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,17,21,21,19,18,14,15,22,18,12
Borneo,Malaysia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,4,3,3,3,2,1,0,0,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,16,21,16,19,16,14,22,24,19,12
cherating,Malaysia,Baja Norte,4.124316667,103.3978667,Week-end trip,Short walk (5-15 mn),OK,Public access,By plane only,Regional Classic,All surfers,Regular,Point-break,Left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,3,2,5,4,3,1,2,3,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,21,20,23,20,14,11,18,16,20,19,18
desaru,Malaysia,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Beach-break,Right and left,Sandy with rock,Ordinary; Fun,Normal (50 to 150m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,4,0,5,3,5,2,0,4,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,21,21,24,19,15,14,15,15,23,22,17
kemasik,Malaysia,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Beginners wave,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,1,1,3,2,6,1,0,0,4,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,14,18,20,23,15,17,18,18,26,24,18
