Spot,Country,Zone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
la_bomba,Puerto_Rico,Puerto_Rico3,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right,North; NorthWest; NorthEast,,Few surfers,Powerful; Ledgey,Sandy with rock,Easy to find,North,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,,,,3,0,1,1,2,4,5,2,2,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,17,15,19,19,13,15,17,18,22,22,17
la_curva,Puerto_Rico,Puerto_Rico1,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right,North; NorthWest; NorthEast,,Few surfers,Powerful; Ledgey,Sandy with rock,Easy to find,North,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,,,,1,3,2,2,5,1,3,2,0,1,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,15,23,20,12,12,16,18,27,25,14
la_lucha,Puerto_Rico,Puerto_Rico1,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right,North; NorthWest; NorthEast,,Few surfers,Powerful; Ledgey,Sandy with rock,Easy to find,North,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,,,,2,1,3,1,3,1,4,2,1,1,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,15,19,23,17,15,15,19,21,23,25,13
la_marina,Puerto_Rico,Puerto_Rico1,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right,North; NorthWest; NorthEast,,Few surfers,Powerful; Ledgey,Sandy with rock,Easy to find,North,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,,,,2,2,4,4,3,1,5,3,0,2,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,15,17,23,18,14,12,17,19,26,21,14
la_ocho,Puerto_Rico,Puerto_Rico1,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right,North; NorthWest; NorthEast,,Few surfers,Powerful; Ledgey,Sandy with rock,Easy to find,North,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,,,,1,1,3,3,2,3,4,2,3,3,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,15,17,23,19,14,14,18,23,26,25,16
la_peinilla,Puerto_Rico,Puerto_Rico1,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right,North; NorthWest; NorthEast,,Few surfers,Powerful; Ledgey,Sandy with rock,Easy to find,North,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,,,,1,3,3,2,5,4,6,4,2,4,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,16,23,19,17,14,17,19,26,25,15
la_perla,Puerto_Rico,Puerto_Rico1,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right,North; NorthWest; NorthEast,,Few surfers,Powerful; Ledgey,Sandy with rock,Easy to find,North,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,,,,1,0,1,1,5,2,6,2,3,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,18,24,22,12,14,16,23,26,24,15
La_Santa,Puerto_Rico,Puerto_Rico3,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right,North; NorthWest; NorthEast,,Few surfers,Powerful; Ledgey,Sandy with rock,Easy to find,North,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,,,,3,0,1,1,3,1,5,3,3,2,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,17,19,20,15,15,15,19,24,26,15
lance_s_left,Puerto_Rico,Puerto_Rico2,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right,North; NorthWest; NorthEast,,Few surfers,Powerful; Ledgey,Sandy with rock,Easy to find,North,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,,,,4,2,4,2,4,4,4,4,1,1,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,17,21,18,12,10,15,19,26,24,12
las_lajas,Puerto_Rico,Puerto_Rico3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,1,1,4,1,5,3,4,4,0,4,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,15,15,19,18,13,12,16,19,25,23,16
las_pasas,Puerto_Rico,Puerto_Rico3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,3,0,1,1,2,3,6,3,2,1,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,15,22,22,16,13,15,20,24,24,14
little_malibu,Puerto_Rico,Puerto_Rico2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,3,3,1,2,4,3,3,4,3,4,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,16,18,23,22,14,11,19,21,22,22,17
Los_Bohios,Puerto_Rico,Puerto_Rico1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,1,3,3,2,4,1,4,3,2,1,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,17,17,22,18,12,13,17,23,23,26,14
los_tubos,Puerto_Rico,Puerto_Rico1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,2,0,3,4,4,3,6,2,1,2,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,14,21,21,15,13,15,18,27,21,15
luquillo,Puerto_Rico,Puerto_Rico1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,4,3,2,2,2,1,6,2,0,4,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,16,16,19,20,17,11,18,23,25,26,14
la_selva,Puerto_Rico,Puerto_Rico2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,1,3,1,1,2,4,4,4,1,1,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,18,22,18,14,15,19,19,27,25,16
Machucas_Garden,Puerto_Rico,Puerto_Rico3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,2,0,2,1,4,3,6,4,1,3,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,16,16,21,20,12,11,15,20,27,22,15
manglito,Puerto_Rico,Puerto_Rico2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,4,0,4,2,4,2,3,4,3,4,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,15,17,24,21,12,14,17,23,23,24,14
margara,Puerto_Rico,Puerto_Rico1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest; South; SouthEast; East,,Empty,Hollow; Fast,Sandy,OK,,,All surfers,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Regional Classic,,Few surfers,4x4,Sand-bar,Low tide only,,,2,1,3,3,3,4,4,4,3,3,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,16,19,21,15,11,14,22,27,21,14
maria_s,Puerto_Rico,Puerto_Rico2,18.35743333,-67.26936667,Starts working at  and holds up to ,Take a car,Right and left,North; NorthWest; West,,Few surfers,Hollow; Fast; Powerful,Reef (coral;sharp rocks etc..) with sand,Easy to find,South; SouthEast; East,Very Long (300 to 500 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Long (150 to 300 m),Ultra crowded,Don't know,Reef-rocky,,,,1,1,1,3,4,2,5,4,3,2,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,16,19,20,14,10,19,21,24,21,15
middles,Puerto_Rico,Puerto_Rico3,,,Starts working at  and holds up to ,Take a car,Right and left,North; NorthWest; West,,Few surfers,Hollow; Fast; Powerful,Reef (coral;sharp rocks etc..) with sand,Easy to find,South; SouthEast; East,Very Long (300 to 500 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Long (150 to 300 m),Ultra crowded,Don't know,Reef-rocky,,,,4,3,3,3,5,3,3,4,1,4,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,14,24,17,17,14,18,22,27,22,17
palmas,Puerto_Rico,Puerto_Rico3,,,Starts working at  and holds up to ,Take a car,Right and left,North; NorthWest; West,,Few surfers,Hollow; Fast; Powerful,Reef (coral;sharp rocks etc..) with sand,Easy to find,South; SouthEast; East,Very Long (300 to 500 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Long (150 to 300 m),Ultra crowded,Don't know,Reef-rocky,,,,4,3,3,2,3,1,6,3,1,1,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,17,19,17,16,14,18,22,25,25,15
pine_grove,Puerto_Rico,Puerto_Rico2,,,Starts working at  and holds up to ,Take a car,Right and left,North; NorthWest; West,,Few surfers,Hollow; Fast; Powerful,Reef (coral;sharp rocks etc..) with sand,Easy to find,South; SouthEast; East,Very Long (300 to 500 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Long (150 to 300 m),Ultra crowded,Don't know,Reef-rocky,,,,3,2,2,3,4,1,3,2,0,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,16,22,20,17,12,17,22,22,23,16
Playa_Brava,Puerto_Rico,Puerto_Rico1,,,Starts working at  and holds up to ,Take a car,Right and left,North; NorthWest; West,,Few surfers,Hollow; Fast; Powerful,Reef (coral;sharp rocks etc..) with sand,Easy to find,South; SouthEast; East,Very Long (300 to 500 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Long (150 to 300 m),Ultra crowded,Don't know,Reef-rocky,,,,4,0,4,1,3,2,5,2,3,3,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,19,19,19,15,15,14,19,26,26,14
Pozuelo,Puerto_Rico,Puerto_Rico3,,,Starts working at  and holds up to ,Take a car,Right and left,North; NorthWest; West,,Few surfers,Hollow; Fast; Powerful,Reef (coral;sharp rocks etc..) with sand,Easy to find,South; SouthEast; East,Very Long (300 to 500 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Long (150 to 300 m),Ultra crowded,Don't know,Reef-rocky,,,,2,3,3,3,5,2,3,1,2,2,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,16,22,22,17,13,15,22,27,25,12
Punta_de_Brea,Puerto_Rico,Puerto_Rico3,,,Starts working at  and holds up to ,Take a car,Right and left,North; NorthWest; West,,Few surfers,Hollow; Fast; Powerful,Reef (coral;sharp rocks etc..) with sand,Easy to find,South; SouthEast; East,Very Long (300 to 500 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Long (150 to 300 m),Ultra crowded,Don't know,Reef-rocky,,,,2,2,2,2,4,1,4,2,3,4,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,14,19,22,13,14,18,21,27,21,13
Punta_las_Marias,Puerto_Rico,Puerto_Rico3,,,Starts working at  and holds up to ,Take a car,Right and left,North; NorthWest; West,,Few surfers,Hollow; Fast; Powerful,Reef (coral;sharp rocks etc..) with sand,Easy to find,South; SouthEast; East,Very Long (300 to 500 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Long (150 to 300 m),Ultra crowded,Don't know,Reef-rocky,,,,4,1,1,4,4,3,6,2,0,2,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,18,23,20,16,10,19,19,25,26,12
pupus_land,Puerto_Rico,Puerto_Rico2,,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Take a car,Right and left,North; NorthWest; West; East; NorthEast,,Few surfers,Hollow,Sandy,Easy to find,South,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Normal,Short (&amp;lt; 50m),Ultra crowded,Don't know,Beach-break,All tides,,,2,3,2,1,3,4,6,4,1,2,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,17,19,18,14,14,19,23,23,21,12
Sal_del_Diablo,Puerto_Rico,Puerto_Rico1,17.9531,-66.8299,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Day trip,Right and left,SouthWest; South; SouthEast,Don't know,Empty,Powerful; Ordinary; Fun,Flat rocks with sand,Hard to find,SouthWest; South; SouthEast,Long (150 to 300 m),All surfers,Long walk (&gt;30 mn),Public access,Very consistent (150 day/year),Normal,Normal (50 to 150m),Empty,Don't know,Point-break,Don't know,,,3,1,1,2,5,4,6,3,0,1,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,16,20,19,17,13,14,22,23,22,16
Sea_Beach,Puerto_Rico,Puerto_Rico1,18.33183333,-67.25301667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Surf trip,Right and left,NorthWest; West; SouthWest,Falling tide,Few surfers,Hollow; Fast; Fun,Sandy with rock,OK,SouthEast; East; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),Few surfers,Don't know,Reef-rocky,Mid and high tide,,,4,3,3,3,2,4,3,2,0,3,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,14,21,19,14,13,18,21,23,26,16
Sharky,Puerto_Rico,Puerto_Rico3,18.00465,-65.86415,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Day trip,Right and left,,,Empty,,Flat rocks,OK,,Long (150 to 300 m),Experienced surfers,Good walk (15-30 mn),Public access,Regular,Regional Classic,Normal (50 to 150m),Few surfers,Paddle &gt; 20mn or Boat,Reef-coral,,,,1,2,1,1,4,1,3,1,2,2,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,19,21,22,16,10,14,20,25,26,16
Sheraton,Puerto_Rico,Puerto_Rico2,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Day trip,Right and left,,,Empty,,Flat rocks,OK,,Long (150 to 300 m),Experienced surfers,Good walk (15-30 mn),Public access,Regular,Regional Classic,Normal (50 to 150m),Few surfers,Paddle &gt; 20mn or Boat,Reef-coral,,,,3,1,4,2,3,3,3,3,3,4,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,19,20,21,17,10,16,19,27,24,15
shortisland,Puerto_Rico,Puerto_Rico3,,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Take a car,Right and left,North; NorthWest; West,Rising and falling tides,Few surfers,Hollow; Fast; Powerful,Sandy with rock,Easy to find,South; SouthEast; East,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Short (&amp;lt; 50m),Crowded,Don't know,Sand-bar,All tides,,,3,1,3,2,4,2,6,4,1,4,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,17,19,17,16,13,14,20,22,24,12
Surfers_Beach,Puerto_Rico,Puerto_Rico3,18.5068,-67.14225,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Take a car,Right and left,,Don't know,Few surfers,Fun,Reef (coral;sharp rocks etc..) with sand,OK,,Very Long (300 to 500 m),Experienced surfers,Don't know,Public access,Very consistent (150 day/year),Regional Classic,Long (150 to 300 m),Crowded,Don't know,Reef-rocky,All tides,,,1,2,2,3,3,2,5,3,3,4,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,15,21,17,16,10,18,20,24,24,15
survival,Puerto_Rico,Puerto_Rico3,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Take a car,Left,NorthWest; West,,Empty,Hollow; Fast; Powerful,,Hard to find,South; SouthEast,Long (150 to 300 m),Pros or kamikaze only...,Good walk (15-30 mn),Public access,Rarely break (5day/year),World Class,Normal (50 to 150m),Empty,4x4,Reef-coral,Low and mid tide,,,2,1,4,1,2,4,3,2,2,4,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,15,22,21,17,10,17,23,22,25,14
table_rock,Puerto_Rico,Puerto_Rico2,18.39906667,-67.18988333,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,Take a car,Right,North; NorthWest; West,Falling tide,Empty,Hollow; Fast; Powerful,Sandy with rock,OK,SouthEast; East; NorthEast,Normal (50 to 150m),Pros or kamikaze only...,Instant access (&amp;lt; 5min),Public access,Regular,World Class,Normal (50 to 150m),Few surfers,Don't know,Point-break,Low and mid tide,,,2,2,4,4,4,2,5,2,1,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,15,20,20,16,11,18,18,27,22,14
table_top,Puerto_Rico,Puerto_Rico2,,,Starts working at  and holds up to ,In the city,,,,Empty,Powerful,Reef (coral;sharp rocks etc..) with sand,OK,,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Few surfers,Don't know,,,,,4,2,3,2,4,4,3,3,0,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,18,21,17,14,14,19,21,26,24,17
Tahiti,Puerto_Rico,Puerto_Rico3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Surf trip,Right and left,NorthWest,,Few surfers,Fast; Powerful,Sandy with rock,Easy to find,South; SouthEast,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Normal (50 to 150m),Crowded,4x4,Sand-bar,,,,3,0,1,1,5,4,5,4,1,2,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,19,19,22,15,14,19,18,25,22,13
The_Reef,Puerto_Rico,Puerto_Rico2,18.33693333,-65.31973333,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Take a car,Right,North,Rising and falling tides,Empty,Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,South,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Normal (50 to 150m),Few surfers,Paddle &gt; 20mn or Boat,Reef-coral,All tides,,,3,1,2,3,4,4,5,1,3,4,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,14,22,21,12,11,14,20,22,23,17
the_search,Puerto_Rico,Puerto_Rico3,18.06823333,-65.79611667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Take a car,Right and left,South; SouthEast; East,Rising and falling tides,Empty,Fun,Reef (coral;sharp rocks etc..) with sand,OK,SouthEast; East,Long (150 to 300 m),All surfers,Short walk (5-15 mn),Private access,Don't know,Normal,Normal (50 to 150m),Few surfers,Don't know,Reef-coral,All tides,,,1,3,4,2,3,1,4,3,2,3,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,16,22,19,12,13,14,22,25,26,15
tocones,Puerto_Rico,Puerto_Rico2,18.45138333,-65.95463333,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,Take a car,Right and left,North; NorthWest; NorthEast,,Few surfers,Hollow; Powerful; Fun; Powerless,Reef (coral;sharp rocks etc..) with sand,Easy to find,SouthWest; South; SouthEast,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Normal (50 to 150m),Crowded,Don't know,Reef-coral,,,,2,0,3,2,2,1,3,4,3,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,17,18,22,19,12,13,17,18,27,26,12
tortugas,Puerto_Rico,Puerto_Rico2,,,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,Take a car,Right and left,North; NorthWest; NorthEast,,Few surfers,Hollow; Powerful; Fun; Powerless,Reef (coral;sharp rocks etc..) with sand,Easy to find,SouthWest; South; SouthEast,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Normal (50 to 150m),Crowded,Don't know,Reef-coral,,,,4,3,4,1,3,2,5,3,2,1,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,17,19,19,13,14,16,19,24,22,13
Trampa_de_tiburones,Puerto_Rico,Puerto_Rico1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,,Right and left,NorthWest,Rising tide,Empty,Hollow,Reef (coral; sharp rocks etc..),Easy to find,South,Long (150 to 300 m),Experienced surfers,Short walk (5-15 mn),Public access,Regular,Normal,Normal (50 to 150m),Empty,Don't know,Reef-coral,All tides,,,3,0,4,2,4,2,5,3,3,3,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,19,21,18,16,12,16,18,26,23,13
tres_palmas,Puerto_Rico,Puerto_Rico3,18.34491667,-67.26193333,Starts working at  and holds up to 5m / 16 ft and over,In the city,Right,NorthWest; West,,Empty,Fast; Powerful,Reef (coral;sharp rocks etc..) with sand,OK,SouthEast; East,Very Long (300 to 500 m),Pros or kamikaze only...,Short walk (5-15 mn),Public access,Sometimes break,World Class,Long (150 to 300 m),Empty,Don't know,Reef-rocky,Low and mid tide,,,1,0,4,4,5,3,3,3,3,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,16,16,21,18,13,10,18,19,27,23,16
wilderness,Puerto_Rico,Puerto_Rico2,18.4762,-67.16923333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Take a car,Right and left,North; NorthWest; SouthWest,Rising tide,Few surfers,Fast; Powerful; Ledgey,Flat rocks,OK,SouthEast; East; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Short (&amp;lt; 50m),Crowded,Don't know,Reef-rocky,All tides,,,4,0,2,1,4,3,4,4,0,4,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,17,17,22,21,12,13,18,19,25,26,17
Fort_Bay,Saba,Saba3,,,Starts working at 2.5m-3m / 8ft-10ft and holds up to 5m / 16 ft and over,,Right,NorthWest; West; SouthWest,Rising and falling tides,Empty,Hollow; Fast; Powerful; Ledgey,Reef (coral; sharp rocks etc..),OK,North; South; East; NorthEast,Normal (50 to 150m),Experienced surfers,Short walk (5-15 mn),Public access,Sometimes break,,Normal (50 to 150m),Empty,Don't know,Reef-coral,All tides,,,1,2,1,2,4,4,6,4,1,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,17,21,18,16,14,19,21,27,21,12
