Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb, BestSurfing_MarApr, BestSurfing_MayJun, BestSurfing_JulAug, BestSurfing_SepOct, BestSurfing_NovDec, TypicalSwell_JanFeb, TypicalSwell_MarApr, TypicalSwell_MayJun, TypicalSwell_JulAug, TypicalSwell_SepOct, TypicalSwell_NovDec, SurfEquipment_JanFeb, SurfEquipment_MarApr, SurfEquipment_MayJun, SurfEquipment_JulAug, SurfEquipment_SepOct, SurfEquipment_NovDec, WaterTemp_JanFeb, WaterTemp_MarApr, WaterTemp_MayJun, WaterTemp_JulAug, WaterTemp_SepOct, WaterTemp_NovDec, AirTemp_JanFeb, AirTemp_MarApr, AirTemp_MayJun, AirTemp_JulAug, AirTemp_SepOct, AirTemp_NovDec
la_nave,Europe,Italy,Mainland,,,43.56133333,13.60193333,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,All surfers,Regular,Point-break,Right,Flat rocks with sand,Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthEast; East,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,,,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
Procchio,Europe,Italy,Mainland,,,42.79125,10.2432,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Point-break,Right and left,Sandy with rock,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; West,West; SouthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Falling tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
punta_sabbioni,Europe,Italy,Mainland,,,45.43508333,12.42965,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Sand-bar,Right and left,Sandy,,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Low tide only,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
Pura_Vida,Europe,Italy,Mainland,,,42.0382,11.91671667,Don't know,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Beginners wave,Regular,Point-break,Right and left,Sandy with rock,Ordinary,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West; SouthWest,NorthWest; West; SouthWest; South,Starts working at Less than 1m / 3ft and holds up to Don't know,Low tide only,Falling tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
recco,Europe,Italy,Mainland,,,44.35995,9.1412,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Reef-artificial,Right,Boulders,Fast; Fun; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthWest; South,North,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
riccione,Europe,Italy,Mainland,,,44.0017,12.66208333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
rocchette,Europe,Italy,Mainland,,,42.77928333,10.78513333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Right,Sandy,Fun; Powerless,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest; South,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,,Few surfers,Few surfers,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
rock_island,Europe,Italy,Mainland,,,44.07908333,12.57601667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthEast,North; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid tide,,Crowded,Crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
Royal,Europe,Italy,Mainland,,,43.87571667,10.23646667,In the city,Instant access (&amp;lt; 5min),Don't know,Public access,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy,Powerful,Normal (50 to 150m),Long (150 to 300 m),NorthWest,SouthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
Salerno_Rivermouth,Europe,Italy,Mainland,,,40.67188333,14.77288333,In the city,Instant access (&amp;lt; 5min),Easy to find,,,Normal,All surfers,Sometimes break,Rivermouth,Right,Sandy with rock,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,All tides,Don't know,Few surfers,Few surfers,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
San_Montano,Europe,Italy,Mainland,,,40.75788333,13.87685,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,By boat only,Normal,All surfers,Rarely break (5day/year),Beach-break,Right and left,Sandy,Powerless,Normal (50 to 150m),Don't know,NorthWest,West; SouthWest; South; SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,Don't know,Don't know,Empty,Empty,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
sant_agostino,Europe,Italy,Mainland,,,41.21033333,13.56635,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Left,Sandy,Fast; Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,NorthWest; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
saporetti,Europe,Italy,Mainland,,,41.24865,13.03365,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Few surfers,Few surfers,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
Saraceno,Europe,Italy,Mainland,,,42.15241667,14.71863333,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Sand-bar,Left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at  and holds up to ,All tides,,Empty,Empty,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
Scaglieri____Elba_island__,Europe,Italy,Mainland,,,42.80435,10.26861667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
Seccheto___Elba_island__,Europe,Italy,Mainland,,,42.73578333,10.17665,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Sand-bar,Right and left,Sandy with rock,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
Silvi_Marina,Europe,Italy,Mainland,,,42.5398,14.13446667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South,South,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
turbigo-l_onda_-_turbo_wave,Europe,Italy,Mainland,,,45.52053333,8.746783333,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Normal,Experienced surfers,Very consistent (150 day/year),Reef-artificial,Right and left,Reef (coral; sharp rocks etc..),Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,All tides,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
varazze,Europe,Italy,Mainland,,,44.35826667,8.577633333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-artificial,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest; South,North; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
tito-del-molo,Europe,Italy,Mainland,,,43.86395,10.23943333,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Don't know,Breakwater/jetty,Left,Sandy,Powerful; Ordinary,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest,South; SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/Europe/Italy/Mainland/index.html,1,2,2,1,2,2,2,3,2,1,3,3,Fullsuit,Springsuit,Shorty,Boardshorts,Shorty,Springsuit,50,54,59,72,68,64,,50,64,77,68,54
almagreira,Europe,Portugal,Central_Peniche,,,39.37903333,-9.314633333,Take a car,Long walk (&gt;30 mn),OK,,4x4,Normal,All surfers,Regular,,,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),South,South,Starts working at 1.5m-2m /5ft-6ft and holds up to ,,,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
baia,Europe,Portugal,Central_Peniche,,,39.36648333,-9.3558,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Sloppy,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun; Powerless,Normal (50 to 150m),Normal (50 to 150m),North; NorthEast,SouthWest; South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
baleal,Europe,Portugal,Central_Peniche,,,39.36721667,-9.342416667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),NorthWest,South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,,,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
baleal_sul,Europe,Portugal,Central_Peniche,,,39.36148333,-9.355633333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerful,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West; SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
belgas,Europe,Portugal,Central_Peniche,,,39.41651667,-9.25265,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North,South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
cantinho,Europe,Portugal,Central_Peniche,,,39.36966667,-9.3398,In the city,Instant access (&amp;lt; 5min),Easy to find,Private access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Point-break,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),NorthWest,NorthWest; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,High tide only,Rising tide,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
consolacao,Europe,Portugal,Central_Peniche,,,39.32358333,-9.361333333,Don't know,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Point-break,Right,Flat rocks,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to 5m / 16 ft and over,Low and mid tide,Falling tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
foz_do_arelho,Europe,Portugal,Central_Peniche,,,39.43268333,-9.234016667,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Normal,All surfers,Sometimes break,Beach-break,Right and left,,Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),West,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,,,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
lagide,Europe,Portugal,Central_Peniche,,,39.37425,-9.335833333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Left,Flat rocks with sand,Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West,SouthWest; South; SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
mini_pipe,Europe,Portugal,Central_Peniche,,,39.32468333,-9.36245,In the city,Short walk (5-15 mn),Hard to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthWest; South,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,Low tide only,,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
molho_leste,Europe,Portugal,Central_Peniche,,,39.3493,-9.36795,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,World Class,Experienced surfers,Sometimes break,Sand-bar,Right,Sandy,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
porto_batel,Europe,Portugal,Central_Peniche,,,39.32256667,-9.359133333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Point-break,Right,Flat rocks,Powerful,Normal (50 to 150m),Normal (50 to 150m),North; NorthWest; West; SouthWest,North; NorthWest; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid and high tide,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
praia_azul,Europe,Portugal,Central_Peniche,,,39.10955,-9.39555,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Hollow; Fast; Powerful; Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest,SouthEast; East,Starts working at Less than 1m / 3ft and holds up to ,All tides,,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
praia_da_areia_branca,Europe,Portugal,Central_Peniche,,,39.26386667,-9.337183333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
Praia_do_Cerro,Europe,Portugal,Central_Peniche,,,39.36275,-9.368616667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest,West; SouthWest; South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
santa_cruz,Europe,Portugal,Central_Peniche,,,39.14058333,-9.378216667,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),East,West,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
supertubos,Europe,Portugal,Central_Peniche,,,39.34481667,-9.364516667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Totally Epic,Pros or kamikaze only...,Regular,Sand-bar,Right and left,Sandy,,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West; SouthWest,North; NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Central_Peniche/index.html,2,2,1,1,2,2,4,3,2,1,2,4,Traje Fullsuit,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Traje Fullsuit,50,57,61,64,63,59,59,63,75,90,70,57
aberta-a-nova,Europe,Portugal,South,,,38.1761,-8.78215,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Regional Classic,Experienced surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerless,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,SouthEast; East,Starts working at  and holds up to ,,Falling tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
barranco_da_belharucas,Europe,Portugal,South,,,37.09128333,-8.182966667,In the city,Long walk (&gt;30 mn),OK,Public access,4x4,Choss,Beginners wave,Rarely break (5day/year),Sand-bar,Left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthWest; South; SouthEast,SouthWest; South,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Mid and high tide,,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
