Zone url,Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec,climate_janfeb,climate_marapr,climate_mayjun,climate_julaug,climate_septoct,climate_novdec,Distance_num,Wave quality_num,Experience_num,Frequency_num,Normal length_num,Good day length_num
http://www.wannasurf.com/spot/Europe/Germany/index.html,Lippe,Europe,Germany,,,,54.33655,10.64868333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),North; East; NorthEast,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,,Empty,Few surfers,,,,,,,3,2,1,1,2,3,Survival Kit,Survival Kit,Fullsuit,Springsuit,Fullsuit,Survival Kit,39Â,43Â,55Â,63Â,57Â,46Â,37Â,41Â,57Â,64Â,55Â,43Â,,,,,,,5.0,2.0,2.0,2.0,1.0,1.0
http://www.wannasurf.com/spot/Europe/Germany/index.html,norderney,Europe,Germany,,,,53.71481667,7.158366667,Week-end trip,Good walk (15-30 mn),Easy to find,Public access,By boat only,Sloppy,All surfers,Regular,Beach-break,Right and left,Reef (coral;sharp rocks etc..) with sand,Hollow; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest,SouthWest; South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Empty,Crowded,,,,,,,3,2,1,1,2,3,Survival Kit,Survival Kit,Fullsuit,Springsuit,Fullsuit,Survival Kit,39Â,43Â,55Â,63Â,57Â,46Â,37Â,41Â,57Â,64Â,55Â,43Â,,,,,,,3.0,2.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Germany/index.html,st_peter_ording,Europe,Germany,,,,54.32453333,8.6016,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest,West; East,Starts working at Less than 1m / 3ft and holds up to ,All tides,Rising and falling tides,Empty,Crowded,,,,,,,3,2,1,1,2,3,Survival Kit,Survival Kit,Fullsuit,Springsuit,Fullsuit,Survival Kit,39Â,43Â,55Â,63Â,57Â,46Â,37Â,41Â,57Â,64Â,55Â,43Â,,,,,,,5.0,3.0,2.0,3.0,1.0,1.0
http://www.wannasurf.com/spot/Europe/Germany/index.html,staberhu,Europe,Germany,,,,54.40195,11.3114,Take a car,Instant access (&amp;lt; 5min),OK,Public access,,Sloppy,Experienced surfers,Sometimes break,Beach-break,Right and left,Flat rocks with sand,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),North; South; SouthEast; East; NorthEast,North; SouthWest; South; SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to Don't know,Don't know,Don't know,Empty,Empty,,,,,,,3,2,1,1,2,3,Survival Kit,Survival Kit,Fullsuit,Springsuit,Fullsuit,Survival Kit,39Â,43Â,55Â,63Â,57Â,46Â,37Â,41Â,57Â,64Â,55Â,43Â,,,,,,,5.0,2.0,3.0,2.0,1.0,1.0
http://www.wannasurf.com/spot/Europe/Germany/index.html,sylt_-_hornum,Europe,Germany,,,,54.75286667,8.277683333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest,SouthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,,Empty,Empty,,,,,,,3,2,1,1,2,3,Survival Kit,Survival Kit,Fullsuit,Springsuit,Fullsuit,Survival Kit,39Â,43Â,55Â,63Â,57Â,46Â,37Â,41Â,57Â,64Â,55Â,43Â,,,,,,,5.0,4.0,2.0,3.0,1.0,1.0
http://www.wannasurf.com/spot/Europe/Germany/index.html,Timmendorfer_Strand,Europe,Germany,,,,54.00123333,10.78231667,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Few surfers,Ultra crowded,,,,,,,3,2,1,1,2,3,Survival Kit,Survival Kit,Fullsuit,Springsuit,Fullsuit,Survival Kit,39Â,43Â,55Â,63Â,57Â,46Â,37Â,41Â,57Â,64Â,55Â,43Â,,,,,,,6.0,4.0,2.0,2.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Germany/index.html,Warnemuende,Europe,Germany,,,,54.18073333,12.07513333,In the city,Don't know,Easy to find,Don't know,Don't know,Normal,All surfers,Very consistent (150 day/year),Sand-bar,Right,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),South; Don't know,SouthWest; South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Low and mid tide,Don't know,Few surfers,Few surfers,,,,,,,3,2,1,1,2,3,Survival Kit,Survival Kit,Fullsuit,Springsuit,Fullsuit,Survival Kit,39Â,43Â,55Â,63Â,57Â,46Â,37Â,41Â,57Â,64Â,55Â,43Â,,,,,,,6.0,3.0,2.0,4.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Germany/index.html,Westermarkelsdorf,Europe,Germany,,,,54.52355,11.04496667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Don't know,Don't know,Few surfers,Crowded,,,,,,,3,2,1,1,2,3,Survival Kit,Survival Kit,Fullsuit,Springsuit,Fullsuit,Survival Kit,39Â,43Â,55Â,63Â,57Â,46Â,37Â,41Â,57Â,64Â,55Â,43Â,,,,,,,5.0,3.0,2.0,3.0,1.0,1.0
http://www.wannasurf.com/spot/Europe/Germany/index.html,wustrow,Europe,Germany,,,,54.35155,12.38561667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West,NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Empty,,,,,,,3,2,1,1,2,3,Survival Kit,Survival Kit,Fullsuit,Springsuit,Fullsuit,Survival Kit,39Â,43Â,55Â,63Â,57Â,46Â,37Â,41Â,57Â,64Â,55Â,43Â,,,,,,,5.0,3.0,2.0,2.0,1.0,1.0
http://www.wannasurf.com/spot/Europe/Greece/Crete_Island/index.html,falasarna,Europe,Greece,Crete_Island,,,35.4808,23.56018333,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Boulders,,Normal (50 to 150m),Very Long (300 to 500 m),North; NorthWest; West; SouthWest,East,Starts working at  and holds up to ,,,Empty,Empty,2,2,1,1,1,2,3,2,1,1,2,2,Fullsuit,Springsuit,Shorty,Boardshorts,Boardshorts,Springsuit,61,64,72,77,75,68,61,68,79,82,81,68,,,,,,,5.0,3.0,3.0,2.0,2.0,4.0
http://www.wannasurf.com/spot/Europe/Greece/Crete_Island/index.html,preveli,Europe,Greece,Crete_Island,,,35.14236667,24.47753333,Take a car,Long walk (&gt;30 mn),OK,Public access,Don't know,Regional Classic,All surfers,Rarely break (5day/year),Point-break,Right,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,,,Empty,Empty,2,2,1,1,1,2,3,2,1,1,2,2,Fullsuit,Springsuit,Shorty,Boardshorts,Boardshorts,Springsuit,61,64,72,77,75,68,61,68,79,82,81,68,,,,,,,5.0,4.0,2.0,1.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Crete_Island/index.html,Stalida_Beach,Europe,Greece,Crete_Island,,,35.29495,25.42751667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,All tides,Don't know,Empty,Empty,2,2,1,1,1,2,3,2,1,1,2,2,Fullsuit,Springsuit,Shorty,Boardshorts,Boardshorts,Springsuit,61,64,72,77,75,68,61,68,79,82,81,68,,,,,,,6.0,3.0,2.0,2.0,1.0,1.0
http://www.wannasurf.com/spot/Europe/Greece/Greek_Islands/index.html,Abrami_Beach,Europe,Greece,Greek_Islands,,,37.1733,25.48015,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Don't know,Empty,Empty,1,1,1,1,1,1,1,1,2,1,1,1,,,Boardshorts,,,,,,,,,,,,,,,,,,sun,,,,5.0,3.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Greek_Islands/index.html,Acropolis,Europe,Greece,Greek_Islands,,,36.09625,28.08538333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Rarely break (5day/year),Beach-break,Left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; East; NorthEast,West; SouthWest; South; SouthEast; East,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Empty,1,1,1,1,1,1,1,1,2,1,1,1,,,Boardshorts,,,,,,,,,,,,,,,,,,sun,,,,6.0,2.0,1.0,1.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Greek_Islands/index.html,ikaria_-_armenistis,Europe,Greece,Greek_Islands,,,37.63108333,26.09063333,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,,Normal (50 to 150m),Normal (50 to 150m),North; NorthWest; NorthEast,North; NorthWest,Starts working at  and holds up to ,,,Few surfers,Crowded,1,1,1,1,1,1,1,1,2,1,1,1,,,Boardshorts,,,,,,,,,,,,,,,,,,sun,,,,2.0,3.0,2.0,3.0,2.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Greek_Islands/index.html,Mircos_Point,Europe,Greece,Greek_Islands,,,36.38358333,28.02135,Take a car,Good walk (15-30 mn),OK,Public access,Don't know,Normal,All surfers,Sometimes break,Point-break,Left,Flat rocks with sand,Fun; Powerless,Short (&amp;lt; 50m),Long (150 to 300 m),North; NorthWest,SouthWest; South; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,High tide only,Don't know,Empty,Empty,1,1,1,1,1,1,1,1,2,1,1,1,,,Boardshorts,,,,,,,,,,,,,,,,,,sun,,,,5.0,3.0,2.0,2.0,1.0,3.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,alykes,Europe,Greece,Ionian_Sea,,,38.31795,21.42608333,Day trip,Short walk (5-15 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,Sloppy,Pros or kamikaze only...,Very consistent (150 day/year),Beach-break,,Sandy,Fun,Normal (50 to 150m),Long (150 to 300 m),,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,All tides,Rising and falling tides,Empty,Crowded,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,4.0,2.0,4.0,4.0,2.0,3.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,Ammes_Beach,Europe,Greece,Ionian_Sea,,,38.10923333,20.50693333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,SouthWest; South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Don't know,Don't know,Empty,Empty,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,5.0,3.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,amoudia_left,Europe,Greece,Ionian_Sea,,,39.2377,20.478,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Point-break,Left,Sandy,Ordinary,Short (&amp;lt; 50m),Very Long (300 to 500 m),NorthWest; West,NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,,Crowded,Ultra crowded,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,6.0,4.0,2.0,2.0,1.0,4.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,Kalo_Nero,Europe,Greece,Ionian_Sea,,,37.29528333,21.6919,Take a car,Don't know,Don't know,Don't know,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Don't know,Don't know,Empty,Few surfers,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,5.0,3.0,2.0,2.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,kastro_point,Europe,Greece,Ionian_Sea,,,39.28425,20.39658333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Left,Flat rocks,Powerful,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,,Crowded,Ultra crowded,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,6.0,4.0,3.0,3.0,2.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,krioneri_parga,Europe,Greece,Ionian_Sea,,,39.28251667,20.40445,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Reef-rocky,Left,Flat rocks with sand,Ordinary,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South,East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,,,Few surfers,Crowded,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,6.0,4.0,2.0,2.0,2.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,lygia,Europe,Greece,Ionian_Sea,,,39.14058333,20.57653333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,North; NorthWest; West; SouthWest; South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,,,Empty,Empty,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,5.0,3.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,ligia_reef,Europe,Greece,Ionian_Sea,,,39.12846667,20.58803333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Flat rocks,Ordinary,Normal (50 to 150m),Long (150 to 300 m),West,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,,Empty,Empty,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,5.0,4.0,3.0,2.0,2.0,3.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,Lourdas_Beach,Europe,Greece,Ionian_Sea,,,38.11213333,20.62476667,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,SouthWest; South; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Don't know,Don't know,Empty,Empty,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,5.0,3.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,loutsa,Europe,Greece,Ionian_Sea,,,39.17958333,20.53963333,Take a car,Don't know,Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Long (150 to 300 m),NorthWest; West; SouthWest; South,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,,,Empty,Empty,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,5.0,3.0,2.0,4.0,1.0,3.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,Makris_Gialos,Europe,Greece,Ionian_Sea,,,38.1521,20.48066667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Experienced surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest; South; SouthEast,North; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Don't know,Don't know,Empty,Empty,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,5.0,2.0,3.0,2.0,1.0,1.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,shark_reef,Europe,Greece,Ionian_Sea,,,38.9829,20.70716667,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Left,Flat rocks,Ordinary,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West,East,Starts working at  and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Empty,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,5.0,4.0,3.0,2.0,2.0,3.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,stonebread,Europe,Greece,Ionian_Sea,,,39.12111667,20.59515,Surf trip,Short walk (5-15 mn),Hard to find,Private access,4x4,Normal,Experienced surfers,Regular,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast,East,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising and falling tides,Empty,Empty,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,2.0,3.0,3.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Greece/Ionian_Sea/index.html,tis_poutanas_to_kangelo,Europe,Greece,Ionian_Sea,,,38.83501667,20.6579,In the city,Good walk (15-30 mn),Hard to find,Private access,Paddle &gt; 20mn or Boat,Regional Classic,Pros or kamikaze only...,Regular,Point-break,Left,Boulders,Fast,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,,Empty,Empty,2,2,2,1,1,2,4,3,2,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Boardshorts,Springsuit,59,68,68,77,81,72,59,68,72,95,86,72,clouds,sun-cloud,sun,sun,sun-cloud,rain,6.0,4.0,4.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Ireland/North_East_and_East/index.html,back_beach,Europe,Ireland,North_East_and_East,,,53.48183333,-6.111383333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Sand-bar,Right and left,Sandy with rock,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,North; NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid and high tide,Rising and falling tides,Empty,Empty,1,1,1,1,2,1,1,1,1,1,1,1,Fullsuit,Fullsuit,Fullsuit,Springsuit,Springsuit,Fullsuit,46,47,53,57,57,50,,,,,,,rain,rain,clouds,sun,sun-cloud,clouds,5.0,3.0,2.0,2.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Ireland/North_East_and_East/index.html,Castlerock,Europe,Ireland,North_East_and_East,,,55.16731667,-6.7859,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),Don't know,Don't know,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising tide,Empty,Few surfers,1,1,1,1,2,1,1,1,1,1,1,1,Fullsuit,Fullsuit,Fullsuit,Springsuit,Springsuit,Fullsuit,46,47,53,57,57,50,,,,,,,rain,rain,clouds,sun,sun-cloud,clouds,5.0,3.0,2.0,4.0,1.0,2.0
http://www.wannasurf.com/spot/Europe/Ireland/North_East_and_East/index.html,clogherhead,Europe,Ireland,North_East_and_East,,,53.85816667,-6.242216667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Hollow,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,All tides,Rising tide,Empty,Empty,1,1,1,1,2,1,1,1,1,1,1,1,Fullsuit,Fullsuit,Fullsuit,Springsuit,Springsuit,Fullsuit,46,47,53,57,57,50,,,,,,,rain,rain,clouds,sun,sun-cloud,clouds,5.0,2.0,2.0,2.0,1.0,1.0
http://www.wannasurf.com/spot/Europe/Ireland/North_East_and_East/index.html,donabate,Europe,Ireland,North_East_and_East,,,53.47796667,-6.115883333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Sometimes break,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Long (150 to 300 m),SouthWest; South; SouthEast,North; NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising tide,Empty,Empty,1,1,1,1,2,1,1,1,1,1,1,1,Fullsuit,Fullsuit,Fullsuit,Springsuit,Springsuit,Fullsuit,46,47,53,57,57,50,,,,,,,rain,rain,clouds,sun,sun-cloud,clouds,5.0,2.0,1.0,2.0,1.0,3.0
http://www.wannasurf.com/spot/Europe/Ireland/North_East_and_East/index.html,east_strand,Europe,Ireland,North_East_and_East,,,55.20915,-6.642266667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Regular,Beach-break,Left,Sandy,Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South,North; NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Falling tide,Few surfers,Crowded,1,1,1,1,2,1,1,1,1,1,1,1,Fullsuit,Fullsuit,Fullsuit,Springsuit,Springsuit,Fullsuit,46,47,53,57,57,50,,,,,,,rain,rain,clouds,sun,sun-cloud,clouds,5.0,5.0,3.0,3.0,2.0,3.0
http://www.wannasurf.com/spot/Europe/Ireland/North_East_and_East/index.html,Maghermore,Europe,Ireland,North_East_and_East,,,52.95195,-6.0133,Take a car,Short walk (5-15 mn),OK,Private access,Don't know,Regional Classic,All surfers,Sometimes break,Beach-break,Right,Sandy,,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,1,1,1,1,2,1,1,1,1,1,1,1,Fullsuit,Fullsuit,Fullsuit,Springsuit,Springsuit,Fullsuit,46,47,53,57,57,50,,,,,,,rain,rain,clouds,sun,sun-cloud,clouds,5.0,4.0,2.0,2.0,2.0,2.0
